date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-02-03,374477,8,2.5,629,139160,1.0,0,2,4,383,246,1910,2013,7045 Main St,Woodinville,WA 98088,USA
2014-02-03,663506,2,4.0,2839,98354,3.0,0,0,4,2728,111,1954,2004,2407 Main St,Kent,WA 98121,USA
2014-02-04,868456,5,3.5,4871,128728,3.0,0,0,2,2476,2395,1908,0,5267 Elm St,Redmond,WA 98143,USA
2014-02-04,789377,1,4.0,3459,13822,3.0,0,4,4,2412,1047,1913,2010,6970 Main St,Sammamish,WA 98000,USA
2014-02-04,446864,1,4.0,2358,182288,1.0,0,0,4,2110,248,1997,0,3716 Pine St,Bothell,WA 98187,USA
2014-02-04,704012,1,3.5,3473,168661,2.0,0,0,5,3191,282,1992,0,2819 Pine St,Bothell,WA 98176,USA
2014-02-04,787174,1,3.0,4650,197334,1.0,0,0,3,3435,1215,2012,0,8806 Elm St,North Bend,WA 98088,USA
2014-02-04,710908,2,3.5,4149,189983,3.0,0,0,5,2556,1593,1920,2002,7579 Elm St,Kenmore,WA 98088,USA
2014-02-05,652576,3,1.5,3286,133508,2.0,0,0,3,2628,658,1947,0,5251 Main St,Bellevue,WA 98099,USA
2014-02-05,1006648,6,4.0,3597,193926,2.0,1,0,4,2272,1325,1957,0,1708 Main St,Seattle,WA 98198,USA
2014-02-05,748928,4,3.0,4012,193960,1.5,0,3,3,2518,1494,1968,0,2656 Main St,Bothell,WA 98154,USA
2014-02-05,1028177,2,4.0,5360,112201,2.5,1,0,3,4844,516,1996,2001,1382 Main St,Federal Way,WA 98044,USA
2014-02-05,519603,1,3.5,1720,28281,3.0,0,2,3,992,728,1908,2009,5450 Pine St,Renton,WA 98154,USA
2014-02-05,282213,2,3.0,1141,89017,2.5,0,0,3,573,568,1966,0,4488 Elm St,Renton,WA 98209,USA
2014-02-05,687629,5,3.0,3814,97005,1.5,0,0,4,2549,1265,1977,0,8070 Main St,Burien,WA 98011,USA
2014-02-06,1005526,6,1.0,6443,85403,2.5,0,1,4,4803,1640,1917,1999,744 Main St,Burien,WA 98132,USA
2014-02-06,506355,1,1.0,1223,107023,3.0,0,3,4,1042,181,1911,0,5423 Elm St,Redmond,WA 98165,USA
2014-02-06,946442,4,1.0,5809,186024,1.5,0,0,3,5173,636,1986,0,958 Main St,Duvall,WA 98154,USA
2014-02-06,943046,1,3.5,5397,23766,2.5,0,0,5,4489,908,1977,0,6933 Pine St,Bothell,WA 98099,USA
2014-02-06,383088,6,2.5,1237,153285,1.0,0,1,4,1005,232,1915,0,7776 Main St,Bothell,WA 98143,USA
2014-02-06,995236,4,1.5,5353,94891,2.0,0,4,3,4458,895,1936,0,9884 Pine St,Redmond,WA 98099,USA
2014-02-07,1122097,6,3.5,6187,63239,1.5,0,4,4,3933,2254,1919,2001,5028 Main St,North Bend,WA 98143,USA
2014-02-07,1093005,4,4.0,7210,154609,1.0,0,0,3,4983,2227,1919,0,505 Main St,Seattle,WA 98088,USA
2014-02-07,393519,3,1.0,1799,134866,3.0,0,0,2,1453,346,1914,0,8466 Main St,North Bend,WA 98143,USA
2014-02-07,1001654,7,3.0,6437,191276,2.0,0,0,3,3429,3008,2004,0,6137 Elm St,Auburn,WA 98022,USA
2014-02-07,720619,3,3.5,3980,164396,1.5,0,3,3,2577,1403,1924,0,8067 Oak St,Kenmore,WA 98209,USA
2014-02-07,250111,2,3.0,839,57764,2.0,0,0,3,589,250,1916,2015,7845 Elm St,Mercer Island,WA 98165,USA
2014-02-08,296123,2,4.0,652,31858,1.5,0,0,3,499,153,1911,0,7082 Elm St,Kirkland,WA 98011,USA
2014-02-08,1059383,8,3.0,6184,43850,1.5,0,3,5,4596,1588,2008,0,4939 Pine St,Issaquah,WA 98099,USA
2014-02-08,445386,4,3.0,1921,145090,2.5,0,0,3,1650,271,1941,0,3719 Pine St,Mercer Island,WA 98022,USA
2014-02-08,960753,8,2.0,6063,128171,2.0,0,1,3,4466,1597,1938,0,9583 Elm St,North Bend,WA 98110,USA
2014-02-08,630176,8,2.5,3551,84017,2.0,0,0,5,3380,171,1955,0,8950 Main St,Redmond,WA 98110,USA
2014-02-08,236353,1,1.5,926,51790,1.0,0,0,3,639,287,1952,2013,2452 Elm St,Bothell,WA 98132,USA
2014-02-08,1067548,7,1.5,7646,82120,3.0,0,0,4,5831,1815,1970,0,7959 Main St,Redmond,WA 98066,USA
2014-02-09,682449,5,1.0,4058,10850,1.0,0,0,3,2035,2023,1971,0,671 Main St,Woodinville,WA 98176,USA
2014-02-09,1013913,5,2.0,6847,107759,2.5,0,0,3,4486,2361,1987,0,7053 Pine St,Lynnwood,WA 98011,USA
2014-02-09,356868,1,3.5,1635,178047,1.5,0,0,3,1525,110,1946,0,5005 Main St,Woodinville,WA 98121,USA
2014-02-09,622473,1,3.5,2872,197582,2.5,0,0,5,1915,957,1924,0,1750 Main St,Bellevue,WA 98099,USA
2014-02-09,759482,3,1.5,3829,66696,2.5,0,4,3,2399,1430,1984,1986,8591 Oak St,Redmond,WA 98187,USA
2014-02-09,371544,5,2.5,1449,157904,1.0,0,0,3,1118,331,1949,2001,8269 Oak St,Bothell,WA 98110,USA
2014-02-10,1247038,4,3.0,7594,88826,1.5,0,0,5,4095,3499,2017,2016,6486 Oak St,Burien,WA 98165,USA
2014-02-10,652389,6,4.0,1873,156958,3.0,1,0,5,1434,439,1932,0,4083 Elm St,Kirkland,WA 98176,USA
2014-02-10,989103,8,1.0,6626,140490,2.5,0,0,3,4319,2307,1973,0,3383 Pine St,Seattle,WA 98198,USA
2014-02-10,1200271,2,2.5,7582,124152,3.0,0,4,4,5243,2339,1985,2021,6816 Oak St,Kirkland,WA 98187,USA
2014-02-10,440733,8,1.5,1456,8081,1.5,0,0,3,1304,152,1982,0,5726 Main St,Seattle,WA 98022,USA
2014-02-10,473920,8,2.0,2201,103716,1.5,0,0,3,1828,373,1928,1995,3792 Oak St,Lynnwood,WA 98165,USA
2014-02-11,710412,6,1.0,3441,142186,1.0,0,3,3,2488,953,1902,1993,3043 Main St,Bothell,WA 98055,USA
2014-02-11,473672,3,1.5,2982,19722,2.0,0,0,3,2352,630,1938,0,1919 Oak St,North Bend,WA 98121,USA
2014-02-11,502514,5,3.5,1803,88508,1.0,0,0,3,1592,211,1903,0,8928 Elm St,Mercer Island,WA 98110,USA
2014-02-11,351268,8,1.0,870,130752,3.0,0,3,3,759,111,1936,0,4417 Oak St,Sammamish,WA 98154,USA
2014-02-11,658533,7,1.5,3480,18985,1.0,0,1,3,2062,1418,1994,0,4355 Elm St,Redmond,WA 98154,USA
2014-02-11,636065,1,3.5,2796,137960,1.5,0,0,3,1818,978,1905,0,627 Oak St,Kenmore,WA 98165,USA
2014-02-12,1220234,7,4.0,7534,121234,2.5,0,0,3,5078,2456,1991,0,8227 Pine St,Seattle,WA 98099,USA
2014-02-12,1288286,7,3.5,6824,84845,2.0,0,3,5,4051,2773,1909,0,4812 Elm St,Bothell,WA 98121,USA
2014-02-12,1044086,5,3.0,5298,124446,1.5,1,0,4,2681,2617,1911,0,9972 Elm St,Federal Way,WA 98132,USA
2014-02-12,1115189,4,2.0,7642,151371,2.5,0,1,3,4485,3157,2009,0,314 Oak St,Duvall,WA 98033,USA
2014-02-12,1060885,3,3.0,6270,188122,3.0,0,4,5,5668,602,2017,0,2041 Oak St,Lynnwood,WA 98066,USA
2014-02-12,703284,8,1.5,2625,107747,3.0,0,1,3,2029,596,1965,0,5752 Oak St,Issaquah,WA 98011,USA
2014-02-12,613308,8,4.0,3466,23036,3.0,0,0,3,2325,1141,1902,0,7313 Main St,Issaquah,WA 98154,USA
2014-02-13,1188202,8,2.5,7528,30346,1.0,0,0,3,6053,1475,1964,2002,9801 Elm St,Shoreline,WA 98077,USA
2014-02-13,1013873,1,4.0,6979,114507,3.0,0,0,3,6071,908,1963,0,1538 Main St,Duvall,WA 98066,USA
2014-02-13,872401,6,4.0,4645,115673,3.0,0,0,4,3145,1500,1934,0,9746 Pine St,Mercer Island,WA 98154,USA
2014-02-13,1166853,4,4.0,6728,27691,1.0,0,4,5,4931,1797,1923,0,2075 Oak St,Bellevue,WA 98143,USA
2014-02-13,582436,6,3.0,3242,106578,2.5,0,0,3,1725,1517,1946,0,6655 Pine St,Seattle,WA 98077,USA
2014-02-13,966121,2,2.5,6647,18986,1.5,0,0,3,5307,1340,2011,0,9621 Main St,Edmonds,WA 98121,USA
2014-02-14,878078,3,3.5,5588,159918,2.0,0,1,3,3789,1799,1951,0,1663 Oak St,Seattle,WA 98132,USA
2014-02-14,976556,4,1.5,4521,50665,3.0,1,0,3,3240,1281,1933,0,3547 Elm St,Renton,WA 98110,USA
2014-02-14,549183,4,2.0,2864,114408,3.0,0,0,4,2037,827,1983,2016,9940 Oak St,Bothell,WA 98176,USA
2014-02-14,1160702,8,2.5,5730,173473,3.0,1,0,4,4676,1054,1979,0,7268 Pine St,Duvall,WA 98176,USA
2014-02-14,931883,6,1.5,5953,74728,1.0,0,0,2,4680,1273,1993,0,8093 Oak St,Kirkland,WA 98033,USA
2014-02-14,1076514,1,2.5,6470,51054,1.0,0,3,4,4600,1870,2010,0,3739 Oak St,Redmond,WA 98077,USA
2014-02-15,429943,2,3.0,1262,170559,1.0,0,1,3,641,621,2002,0,5876 Oak St,Kenmore,WA 98044,USA
2014-02-15,1199428,8,1.5,7800,141484,2.0,0,0,5,6321,1479,1924,0,8938 Pine St,Kenmore,WA 98165,USA
2014-02-15,1053652,8,3.0,7255,82499,1.5,0,0,3,6818,437,1968,0,7199 Elm St,Federal Way,WA 98033,USA
2014-02-15,911333,8,1.0,4562,183545,3.0,0,2,4,4036,526,1928,2006,3392 Pine St,Lynnwood,WA 98154,USA
2014-02-15,390079,6,1.5,1504,100159,2.5,0,3,2,1490,14,2000,0,5099 Oak St,Issaquah,WA 98121,USA
2014-02-15,1239191,4,2.5,7557,67553,3.0,0,0,3,4303,3254,1991,0,8967 Oak St,Redmond,WA 98044,USA
2014-02-15,629232,3,1.0,4255,6279,3.0,0,1,4,2600,1655,1963,1993,1509 Main St,Burien,WA 98165,USA
2014-02-16,610489,4,3.0,3346,8712,3.0,0,0,3,2575,771,1952,0,8624 Elm St,Renton,WA 98143,USA
2014-02-16,1102326,5,3.0,6762,16817,3.0,0,0,5,4178,2584,1957,0,8732 Pine St,Kenmore,WA 98099,USA
2014-02-16,291384,3,2.5,849,185904,1.5,0,2,3,439,410,1940,0,8820 Pine St,Lynnwood,WA 98066,USA
2014-02-16,688924,8,1.0,3464,94616,2.5,0,0,5,2428,1036,1986,0,7388 Oak St,Redmond,WA 98132,USA
2014-02-16,458297,3,4.0,1186,188296,1.0,0,0,5,763,423,1995,0,7109 Pine St,Seattle,WA 98209,USA
2014-02-16,842584,4,3.5,5137,138696,2.5,0,0,3,3245,1892,2009,0,2645 Main St,North Bend,WA 98044,USA
2014-02-17,570936,1,2.0,3626,161198,3.0,0,0,3,3541,85,1950,0,4539 Main St,Seattle,WA 98022,USA
2014-02-17,780627,8,2.5,4956,81667,2.5,0,0,4,3068,1888,1917,0,4311 Pine St,Redmond,WA 98154,USA
2014-02-17,612199,3,3.0,3255,169534,3.0,0,0,3,1838,1417,1940,1993,4097 Oak St,Woodinville,WA 98033,USA
2014-02-17,740720,5,1.5,4024,190748,2.5,0,0,4,2264,1760,1998,0,8395 Elm St,Kent,WA 98154,USA
2014-02-17,677091,6,1.0,4124,178887,2.0,0,0,3,3724,400,1960,0,9278 Oak St,Redmond,WA 98143,USA
2014-02-17,597076,1,3.5,3232,27093,2.5,0,1,4,2771,461,2006,0,463 Elm St,Mercer Island,WA 98209,USA
2014-02-18,998552,1,2.0,6973,112030,1.0,0,0,2,3937,3036,1923,0,1509 Elm St,Lynnwood,WA 98198,USA
2014-02-18,983112,1,1.5,6862,118385,1.0,0,1,4,4184,2678,1946,0,9464 Pine St,Woodinville,WA 98132,USA
2014-02-18,1039308,3,1.0,6851,164597,2.5,0,0,3,5985,866,1927,0,3545 Oak St,Edmonds,WA 98099,USA
2014-02-18,559903,1,3.5,2193,30030,2.5,0,4,4,1397,796,1935,0,6219 Main St,Bellevue,WA 98044,USA
2014-02-18,699020,4,2.5,3392,45067,1.5,0,3,3,3360,32,1920,2013,1913 Main St,Kent,WA 98209,USA
2014-02-18,774583,1,3.5,4311,137279,2.5,0,0,3,3320,991,1955,0,1384 Oak St,Bellevue,WA 98209,USA
2014-02-18,878545,5,2.5,4680,77433,1.0,0,0,5,2789,1891,1968,0,5491 Elm St,Kenmore,WA 98055,USA
2014-02-19,402418,8,4.0,1184,27639,2.0,0,1,4,1100,84,1925,0,8699 Oak St,Mercer Island,WA 98033,USA
2014-02-19,874139,8,1.0,4840,134864,1.0,0,0,5,3193,1647,2013,0,635 Main St,Seattle,WA 98011,USA
2014-02-19,696914,2,3.5,3419,1420,1.5,0,0,3,2203,1216,1953,0,353 Elm St,Burien,WA 98165,USA
2014-02-19,1249946,5,2.0,7666,20198,2.5,0,0,4,5088,2578,1986,0,7178 Oak St,Auburn,WA 98187,USA
2014-02-19,742030,3,3.5,4256,167680,2.0,0,0,4,3762,494,1943,0,5978 Main St,Bothell,WA 98044,USA
2014-02-19,1008921,1,1.0,5954,178277,1.0,0,3,4,3492,2462,1932,0,3283 Main St,Sammamish,WA 98033,USA
2014-02-20,664127,1,1.5,3783,83951,2.0,0,3,2,2613,1170,1925,0,7569 Main St,Kent,WA 98132,USA
2014-02-20,794906,4,1.5,5191,18875,3.0,0,0,3,2675,2516,1921,0,327 Main St,Redmond,WA 98198,USA
2014-02-20,1055718,6,3.5,7328,71511,1.0,0,0,5,6692,636,1919,0,6731 Oak St,Woodinville,WA 98011,USA
2014-02-20,1170372,1,3.5,7850,92997,3.0,0,0,3,5262,2588,1901,2011,552 Elm St,Shoreline,WA 98132,USA
2014-02-20,755909,7,2.5,4526,22331,2.0,0,0,5,2824,1702,1940,2014,9997 Pine St,Sammamish,WA 98110,USA
2014-02-20,440966,5,1.0,1656,17893,2.5,0,2,3,1308,348,1953,0,1310 Pine St,Kirkland,WA 98033,USA
2014-02-21,867887,3,2.5,3561,196985,2.5,0,2,5,3035,526,1956,0,7590 Pine St,Shoreline,WA 98209,USA
2014-02-21,1089078,8,2.0,7657,19243,2.5,0,0,4,6940,717,1917,0,8374 Main St,North Bend,WA 98209,USA
2014-02-21,955295,2,4.0,6419,16535,3.0,0,0,4,4325,2094,1904,0,246 Oak St,Seattle,WA 98154,USA
2014-02-21,958122,1,1.5,6393,195275,2.5,0,0,3,5793,600,2017,0,2482 Pine St,Mercer Island,WA 98033,USA
2014-02-21,904582,2,3.0,4945,68394,1.5,0,3,5,3621,1324,1995,0,7036 Pine St,Lynnwood,WA 98088,USA
2014-02-21,569402,1,3.0,2829,157561,1.0,0,0,3,1557,1272,1945,0,2370 Oak St,Bothell,WA 98066,USA
2014-02-21,1018930,3,1.0,6936,80214,1.0,0,0,4,6402,534,1974,0,5055 Oak St,Lynnwood,WA 98198,USA
2014-02-22,398407,6,1.0,1792,121295,2.0,0,1,2,1386,406,1920,1981,9897 Oak St,Federal Way,WA 98198,USA
2014-02-22,512019,5,3.0,2384,101369,3.0,0,1,4,1910,474,1921,0,497 Main St,Duvall,WA 98055,USA
2014-02-22,1291389,8,1.0,7864,113695,1.0,0,3,4,7618,246,1902,0,1566 Main St,Edmonds,WA 98055,USA
2014-02-22,426824,3,1.5,2060,14346,3.0,0,0,3,1605,455,1908,0,7994 Elm St,Bellevue,WA 98209,USA
2014-02-22,439896,2,2.0,1483,180077,2.0,0,0,4,745,738,1901,0,5186 Oak St,Bellevue,WA 98154,USA
2014-02-22,534289,1,2.0,2567,138845,2.5,0,0,1,2400,167,2009,0,1091 Pine St,Duvall,WA 98154,USA
2014-02-23,1370027,2,2.5,7402,123580,2.0,1,3,5,4754,2648,1927,0,7124 Elm St,Kenmore,WA 98209,USA
2014-02-23,589503,5,1.5,2363,76324,1.5,0,2,5,1774,589,1933,0,2796 Elm St,North Bend,WA 98088,USA
2014-02-23,636631,7,4.0,2479,164415,2.5,0,2,3,1493,986,1952,0,8621 Main St,Kent,WA 98033,USA
2014-02-23,535192,8,1.0,2236,103746,2.5,0,0,3,1450,786,1958,0,883 Oak St,Issaquah,WA 98187,USA
2014-02-23,577698,3,1.0,2952,75783,2.5,0,2,4,2489,463,1909,0,3332 Pine St,Edmonds,WA 98187,USA
2014-02-23,819886,2,4.0,5734,178035,2.0,0,0,1,4098,1636,1982,0,2974 Pine St,Auburn,WA 98044,USA
2014-02-24,456932,2,2.5,2418,174055,1.5,0,0,3,1967,451,1992,0,2151 Elm St,Renton,WA 98209,USA
2014-02-24,439909,5,2.5,1200,168044,3.0,0,0,3,1094,106,1901,0,9701 Pine St,Seattle,WA 98110,USA
2014-02-24,1107814,7,1.0,7623,17959,2.0,0,1,3,5110,2513,1947,0,4700 Oak St,Mercer Island,WA 98044,USA
2014-02-24,683332,1,1.0,4546,90343,1.0,0,0,1,3564,982,1905,2017,7113 Oak St,Federal Way,WA 98033,USA
2014-02-24,649351,7,4.0,2573,166205,1.0,0,3,2,2286,287,1943,0,8133 Main St,Federal Way,WA 98121,USA
2014-02-24,789271,2,1.5,5161,52150,2.0,0,1,1,4425,736,1953,0,9596 Pine St,Renton,WA 98011,USA
2014-02-25,733462,5,4.0,4253,22734,3.0,0,0,4,3274,979,1970,0,3965 Elm St,Sammamish,WA 98132,USA
2014-02-25,481840,1,2.5,894,18400,1.0,1,1,3,618,276,1935,0,3155 Oak St,Kirkland,WA 98099,USA
2014-02-25,682102,7,4.0,2456,152074,3.0,0,0,3,1728,728,1907,0,9297 Pine St,Issaquah,WA 98088,USA
2014-02-25,779066,8,4.0,3548,99329,2.5,0,0,4,2542,1006,1982,1997,2065 Main St,Shoreline,WA 98099,USA
2014-02-25,712234,7,4.0,3952,125438,2.0,0,0,4,2665,1287,1909,1996,6429 Pine St,North Bend,WA 98066,USA
2014-02-25,427139,8,1.5,1022,168564,2.5,0,3,3,868,154,1932,0,3832 Pine St,Edmonds,WA 98033,USA
2014-02-25,427987,7,3.5,2062,98753,1.0,0,0,4,1160,902,2000,0,3175 Main St,Redmond,WA 98198,USA
2014-02-26,967226,6,1.0,3409,109863,3.0,1,2,4,3353,56,2001,0,7465 Oak St,Mercer Island,WA 98099,USA
2014-02-26,974756,1,3.0,5702,162947,2.5,0,2,2,5071,631,1990,0,3025 Pine St,North Bend,WA 98022,USA
2014-02-26,728418,7,4.0,3349,157118,1.0,0,0,3,2173,1176,1992,0,7273 Oak St,Bothell,WA 98198,USA
2014-02-26,354266,6,3.0,1049,155736,1.5,0,0,3,546,503,1918,0,5881 Elm St,Shoreline,WA 98011,USA
2014-02-26,424426,3,3.5,1968,156525,2.5,0,1,4,1683,285,1917,0,2115 Elm St,Woodinville,WA 98209,USA
2014-02-26,1085886,5,1.0,6730,5746,1.5,0,0,3,5836,894,2014,1999,2837 Oak St,Kent,WA 98099,USA
2014-02-27,461520,7,2.5,1332,124765,1.5,0,3,5,1307,25,1950,0,810 Pine St,Duvall,WA 98011,USA
2014-02-27,1137078,8,3.0,4982,145289,1.0,1,2,4,3122,1860,1922,0,1302 Oak St,Kenmore,WA 98011,USA
2014-02-27,1026746,1,2.5,5558,64184,2.0,1,0,3,3008,2550,1900,0,3149 Main St,Duvall,WA 98176,USA
2014-02-27,1206862,8,3.0,7311,89898,3.0,0,4,2,7000,311,1958,0,7654 Main St,Renton,WA 98165,USA
2014-02-27,612060,6,2.5,1921,42835,1.0,0,0,3,1208,713,2015,0,8344 Oak St,Burien,WA 98165,USA
2014-02-27,485583,6,4.0,785,10133,2.5,0,3,3,675,110,2006,0,1410 Pine St,Federal Way,WA 98143,USA
2014-02-28,576425,3,3.0,3245,102345,3.0,0,0,3,1720,1525,1902,1983,4185 Pine St,Seattle,WA 98066,USA
2014-02-28,1005909,8,2.5,4265,41533,2.0,1,2,4,3754,511,1909,0,5556 Pine St,Seattle,WA 98110,USA
2014-02-28,1185066,4,3.5,7608,137476,1.0,0,0,4,4287,3321,1970,0,3621 Main St,Edmonds,WA 98000,USA
2014-02-28,786888,5,1.5,4964,165411,2.0,0,1,3,4208,756,1948,0,1408 Pine St,Bellevue,WA 98110,USA
2014-02-28,1092215,8,2.5,7298,29725,2.5,0,0,3,5591,1707,1955,0,6215 Pine St,Bothell,WA 98033,USA
2014-02-28,449379,4,1.5,1945,177452,1.0,0,0,1,1901,44,1989,0,2453 Oak St,Mercer Island,WA 98066,USA
2014-02-28,947117,1,1.5,6337,180145,2.5,0,0,3,3285,3052,1915,0,9586 Main St,Shoreline,WA 98154,USA
2014-03-01,1313432,5,1.0,7297,192945,3.0,0,3,4,4714,2583,1938,0,508 Pine St,Seattle,WA 98187,USA
2014-03-01,1093445,8,4.0,7340,128240,3.0,0,0,3,3925,3415,2008,0,9800 Main St,Bothell,WA 98121,USA
2014-03-01,485280,3,3.5,1966,173413,2.0,0,1,4,1847,119,1995,0,211 Elm St,Sammamish,WA 98176,USA
2014-03-01,584757,1,1.5,2276,2236,2.0,0,2,5,1813,463,1975,1990,6038 Elm St,Renton,WA 98000,USA
2014-03-01,1051926,5,2.0,6139,68916,3.0,0,3,4,4711,1428,1943,0,7135 Oak St,Redmond,WA 98110,USA
2014-03-01,1090164,8,4.0,7667,106481,1.5,0,0,3,4337,3330,1907,0,1775 Elm St,Federal Way,WA 98000,USA
2014-03-02,890701,8,1.5,4155,129357,3.0,0,3,3,3093,1062,1907,0,424 Oak St,Bothell,WA 98154,USA
2014-03-02,337493,5,2.5,1414,15538,1.0,0,0,1,988,426,1944,2015,4173 Pine St,Duvall,WA 98099,USA
2014-03-02,395355,4,1.5,787,144043,2.5,0,1,4,517,270,1910,0,6728 Main St,Renton,WA 98066,USA
2014-03-02,771424,1,2.5,4690,100821,3.0,0,1,4,4155,535,1996,0,1532 Elm St,Lynnwood,WA 98011,USA
2014-03-02,1039902,3,2.5,7312,39655,3.0,0,0,4,3880,3432,1924,0,5627 Elm St,Renton,WA 98099,USA
2014-03-02,507340,3,2.0,2588,61784,2.5,0,0,4,2130,458,1916,0,9440 Elm St,Edmonds,WA 98033,USA
2014-03-03,819345,1,1.5,4926,123547,2.5,0,0,4,4490,436,1994,0,8043 Main St,Kenmore,WA 98121,USA
2014-03-03,951717,1,1.5,6432,119177,1.0,0,0,4,6133,299,1982,0,4479 Elm St,Lynnwood,WA 98198,USA
2014-03-03,622551,6,3.0,2304,193361,2.5,0,3,3,2011,293,2008,0,6681 Oak St,North Bend,WA 98110,USA
2014-03-03,433679,2,4.0,1678,169482,2.0,0,0,4,1075,603,1954,0,971 Elm St,Renton,WA 98077,USA
2014-03-03,698594,8,3.0,3051,91982,3.0,0,3,4,2441,610,1978,0,6619 Pine St,Federal Way,WA 98187,USA
2014-03-03,818208,4,1.0,4870,183374,2.5,0,0,3,2779,2091,1955,0,7421 Pine St,Bothell,WA 98110,USA
2014-03-03,631500,1,2.5,2088,153775,1.0,0,4,5,1166,922,1943,0,101 Pine St,Bothell,WA 98110,USA
2014-03-04,1081004,1,2.0,6822,45191,2.5,0,1,5,5589,1233,1952,0,6991 Oak St,Sammamish,WA 98132,USA
2014-03-04,553685,2,3.0,2456,55112,3.0,0,2,3,2273,183,2012,0,696 Elm St,Kirkland,WA 98022,USA
2014-03-04,474353,2,1.5,2275,12399,1.5,0,0,4,1213,1062,1934,0,6617 Oak St,Seattle,WA 98121,USA
2014-03-04,992379,5,1.0,6780,105365,2.5,0,0,3,3749,3031,1938,0,3904 Main St,Renton,WA 98022,USA
2014-03-04,859685,7,2.0,5362,13685,2.0,0,0,3,4197,1165,1901,0,7312 Pine St,Kent,WA 98099,USA
2014-03-04,372239,3,3.5,1487,88777,3.0,0,0,3,905,582,1997,0,5010 Elm St,Renton,WA 98176,USA
2014-03-05,852256,4,1.5,6355,5487,1.0,0,0,3,5121,1234,1924,0,2271 Oak St,Kirkland,WA 98011,USA
2014-03-05,592060,5,1.5,1703,13018,3.0,1,1,3,1034,669,1937,0,4768 Elm St,Bellevue,WA 98176,USA
2014-03-05,1255047,1,3.5,7849,162897,1.5,0,0,3,4381,3468,1967,0,7523 Elm St,North Bend,WA 98165,USA
2014-03-05,721263,8,2.5,3830,139822,1.0,0,0,4,2959,871,1979,0,8808 Oak St,Kent,WA 98011,USA
2014-03-05,1005179,2,2.5,6886,191028,1.5,0,0,3,6411,475,1931,2001,1460 Main St,Duvall,WA 98209,USA
2014-03-05,427395,6,3.0,1619,182301,1.5,0,0,2,1364,255,1978,2004,927 Main St,Seattle,WA 98055,USA
2014-03-06,315258,3,3.0,696,84220,2.0,0,0,3,632,64,2005,0,4491 Pine St,Renton,WA 98099,USA
2014-03-06,921820,5,1.5,4475,44118,2.5,0,1,3,2833,1642,1977,2002,1560 Pine St,Shoreline,WA 98099,USA
2014-03-06,360625,6,4.0,1025,60615,2.0,0,0,3,966,59,1940,0,5870 Pine St,Kirkland,WA 98077,USA
2014-03-06,1026600,3,1.5,5227,80946,2.0,1,2,3,3598,1629,1978,0,9069 Elm St,Bothell,WA 98000,USA
2014-03-06,508031,7,3.0,1910,122869,2.0,0,0,3,1769,141,1970,0,5338 Pine St,Bothell,WA 98132,USA
2014-03-06,903478,7,3.5,5003,189362,1.0,0,2,3,3680,1323,1906,0,9812 Main St,Bellevue,WA 98088,USA
2014-03-06,512832,6,3.0,1792,16105,2.5,0,0,3,1136,656,1971,2010,5226 Main St,Kenmore,WA 98099,USA
2014-03-07,489977,2,1.5,1694,150985,2.5,0,2,5,1067,627,1982,0,5156 Elm St,North Bend,WA 98154,USA
2014-03-07,452713,5,2.0,2448,102564,1.0,0,0,3,1918,530,1917,0,8946 Pine St,Federal Way,WA 98044,USA
2014-03-07,749409,5,1.5,4155,181587,2.0,0,0,4,2241,1914,1916,0,1575 Pine St,Woodinville,WA 98165,USA
2014-03-07,971262,7,2.0,5286,48342,2.0,0,0,3,5101,185,1981,2000,6118 Elm St,Redmond,WA 98132,USA
2014-03-07,578235,3,2.0,2717,113016,1.5,0,3,3,1727,990,1982,0,2015 Pine St,Seattle,WA 98209,USA
2014-03-07,786445,6,1.5,4754,184256,1.5,0,1,3,3174,1580,2016,1998,512 Elm St,Seattle,WA 98187,USA
2014-03-08,834680,2,4.0,4080,61506,3.0,0,0,5,2515,1565,2003,0,4191 Oak St,Duvall,WA 98110,USA
2014-03-08,1476139,1,4.0,7090,25967,1.5,1,0,3,3555,3535,1976,0,4640 Pine St,Auburn,WA 98088,USA
2014-03-08,991698,5,1.0,6285,37023,2.5,0,0,4,5318,967,1958,0,1469 Oak St,Renton,WA 98165,USA
2014-03-08,1047084,8,3.0,6533,55288,1.0,0,0,4,5195,1338,1910,0,6920 Elm St,Federal Way,WA 98011,USA
2014-03-08,393509,1,4.0,1517,125939,2.0,0,0,3,1372,145,1950,2012,5270 Main St,Redmond,WA 98011,USA
2014-03-08,1027074,2,2.5,3653,102541,3.0,1,1,5,1901,1752,1906,0,8644 Oak St,Seattle,WA 98121,USA
2014-03-09,1163022,7,1.5,5676,27622,1.5,1,3,3,5473,203,1926,0,8769 Elm St,Seattle,WA 98077,USA
2014-03-09,868713,8,2.0,4090,46201,3.0,0,4,2,2721,1369,1958,2004,5776 Pine St,Mercer Island,WA 98088,USA
2014-03-09,752862,5,1.5,4707,17350,1.0,0,1,3,4502,205,1936,0,7682 Pine St,Kent,WA 98121,USA
2014-03-09,870277,5,3.0,4569,55820,1.0,0,0,3,2529,2040,1904,0,2200 Oak St,Auburn,WA 98088,USA
